Reported Date,Total Energy Supplied,Location Coordinates
"September 21, 2018",1,"20.5937, 78.9629"
"September 21, 2018",1,"20.5937, 78.9629"
"September 21, 2018",2,"20.5937, 78.9629"
"September 21, 2018",1,"20.5937, 78.9629"
"September 21, 2018",2,"20.5937, 78.9629"
"September 21, 2018",1,"20.5937, 78.9629"
"September 21, 2018",1,"20.5937, 78.9629"
"September 21, 2018",1,"20.5937, 78.9629"
"September 20, 2018",1,"20.5937, 78.9629"
"September 20, 2018",1,"20.5937, 78.9629"
"September 20, 2018",1,"20.5937, 78.9629"
"September 20, 2018",1,"20.5937, 78.9629"
"September 20, 2018",1,"20.5937, 78.9629"
"September 20, 2018",1,"20.5937, 78.9629"
"September 20, 2018",1,"20.5937, 78.9629"
"September 20, 2018",1,"20.5937, 78.9629"
"September 19, 2018",1,"20.5937, 78.9629"
"September 19, 2018",1,"20.5937, 78.9629"
"September 19, 2018",1,"20.5937, 78.9629"
"September 19, 2018",4,"20.5937, 78.9629"
"September 19, 2018",1,"20.5937, 78.9629"
"September 19, 2018",3,"20.5937, 78.9629"
"September 19, 2018",2,"20.5937, 78.9629"
"September 19, 2018",2,"20.5937, 78.9629"
"September 18, 2018",1,"20.5937, 78.9629"
"September 18, 2018",1,"20.5937, 78.9629"
"September 18, 2018",1,"20.5937, 78.9629"
"September 18, 2018",1,"20.5937, 78.9629"
"September 18, 2018",1,"20.5937, 78.9629"
"September 18, 2018",1,"20.5937, 78.9629"
"September 17, 2018",3,"20.5937, 78.9629"
"September 17, 2018",3,"20.5937, 78.9629"
"September 17, 2018",1,"20.5937, 78.9629"
"September 17, 2018",1,"20.5937, 78.9629"
"September 16, 2018",1,"20.5937, 78.9629"
"September 16, 2018",1,"20.5937, 78.9629"
"September 16, 2018",1,"20.5937, 78.9629"
"September 16, 2018",1,"20.5937, 78.9629"
"September 16, 2018",1,"20.5937, 78.9629"
"September 16, 2018",2,"20.5937, 78.9629"
"September 16, 2018",1,"20.5937, 78.9629"
"September 16, 2018",1,"20.5937, 78.9629"
"September 16, 2018",2,"20.5937, 78.9629"
"September 16, 2018",4,"20.5937, 78.9629"
"September 16, 2018",1,"20.5937, 78.9629"
"September 15, 2018",1,"20.5937, 78.9629"
"September 15, 2018",1,"20.5937, 78.9629"
"September 15, 2018",1,"20.5937, 78.9629"
"September 15, 2018",1,"20.5937, 78.9629"
"September 15, 2018",2,"20.5937, 78.9629"
"September 15, 2018",1,"20.5937, 78.9629"
"September 15, 2018",1,"20.5937, 78.9629"
"September 15, 2018",1,"20.5937, 78.9629"
"September 15, 2018",1,"20.5937, 78.9629"
"September 14, 2018",1,"20.5937, 78.9629"
"September 14, 2018",1,"20.5937, 78.9629"
"September 14, 2018",1,"20.5937, 78.9629"
"September 14, 2018",2,"20.5937, 78.9629"
"September 14, 2018",1,"20.5937, 78.9629"
"September 13, 2018",1,"20.5937, 78.9629"
"September 13, 2018",3,"20.5937, 78.9629"
"September 13, 2018",1,"20.5937, 78.9629"
"September 13, 2018",1,"20.5937, 78.9629"
"September 13, 2018",2,"20.5937, 78.9629"
"September 13, 2018",3,"20.5937, 78.9629"
"September 13, 2018",4,"20.5937, 78.9629"
"September 13, 2018",1,"20.5937, 78.9629"
"September 13, 2018",1,"20.5937, 78.9629"
"September 13, 2018",1,"20.5937, 78.9629"
"September 12, 2018",1,"20.5937, 78.9629"
"September 12, 2018",1,"20.5937, 78.9629"
"September 12, 2018",1,"20.5937, 78.9629"
"September 12, 2018",1,"20.5937, 78.9629"
"September 11, 2018",1,"20.5937, 78.9629"
"September 11, 2018",1,"20.5937, 78.9629"
"September 11, 2018",1,"20.5937, 78.9629"
"September 11, 2018",1,"20.5937, 78.9629"
"September 11, 2018",1,"20.5937, 78.9629"
"September 11, 2018",2,"20.5937, 78.9629"
"September 11, 2018",1,"20.5937, 78.9629"
"September 11, 2018",2,"20.5937, 78.9629"
"September 10, 2018",6,"20.5937, 78.9629"
"September 10, 2018",1,"20.5937, 78.9629"
"September 10, 2018",1,"20.5937, 78.9629"
"September 10, 2018",2,"20.5937, 78.9629"
"September 09, 2018",1,"20.5937, 78.9629"
"September 09, 2018",2,"20.5937, 78.9629"
"September 09, 2018",1,"20.5937, 78.9629"
"September 09, 2018",1,"20.5937, 78.9629"
"September 09, 2018",2,"20.5937, 78.9629"
"September 09, 2018",2,"20.5937, 78.9629"
"September 09, 2018",6,"20.5937, 78.9629"
"September 09, 2018",1,"20.5937, 78.9629"
"September 09, 2018",1,"20.5937, 78.9629"
"September 08, 2018",1,"20.5937, 78.9629"
"September 08, 2018",2,"20.5937, 78.9629"
"September 08, 2018",2,"20.5937, 78.9629"
"September 07, 2018",1,"20.5937, 78.9629"
"September 06, 2018",15,"20.5937, 78.9629"
"September 06, 2018",1,"20.5937, 78.9629"
"September 05, 2018",5,"20.5937, 78.9629"
"September 05, 2018",6,"20.5937, 78.9629"
"September 04, 2018",1,"20.5937, 78.9629"
"September 03, 2018",5,"20.5937, 78.9629"
"September 03, 2018",1,"20.5937, 78.9629"
"September 03, 2018",61,"20.5937, 78.9629"
"September 02, 2018",1,"20.5937, 78.9629"
"September 02, 2018",3,"20.5937, 78.9629"
"September 01, 2018",1,"20.5937, 78.9629"
"September 01, 2018",130,"20.5937, 78.9629"
"September 01, 2018",1,"20.5937, 78.9629"
"August 31, 2018",1,"20.5937, 78.9629"
"August 30, 2018",1,"20.5937, 78.9629"
"August 29, 2018",33,"20.5937, 78.9629"
"August 29, 2018",1,"20.5937, 78.9629"
"August 29, 2018",1,"20.5937, 78.9629"
"August 29, 2018",52,"20.5937, 78.9629"
"August 29, 2018",1,"20.5937, 78.9629"
"August 29, 2018",1,"20.5937, 78.9629"
"August 28, 2018",1,"20.5937, 78.9629"
"August 28, 2018",2,"20.5937, 78.9629"
"August 28, 2018",1,"20.5937, 78.9629"
"August 28, 2018",1,"20.5937, 78.9629"
"August 28, 2018",2,"20.5937, 78.9629"
"August 27, 2018",1,"20.5937, 78.9629"
"August 27, 2018",1,"20.5937, 78.9629"
"August 27, 2018",1,"20.5937, 78.9629"
"August 26, 2018",1,"20.5937, 78.9629"
"August 26, 2018",1,"20.5937, 78.9629"
"August 26, 2018",2,"20.5937, 78.9629"
"August 26, 2018",1,"20.5937, 78.9629"
"August 25, 2018",2,"20.5937, 78.9629"
"August 25, 2018",1,"20.5937, 78.9629"
"August 25, 2018",2,"20.5937, 78.9629"
"August 25, 2018",1,"20.5937, 78.9629"
"August 24, 2018",2,"20.5937, 78.9629"
"August 24, 2018",1,"20.5937, 78.9629"
"August 24, 2018",1,"20.5937, 78.9629"
"August 24, 2018",2,"20.5937, 78.9629"
"August 23, 2018",1,"20.5937, 78.9629"
"August 23, 2018",1,"20.5937, 78.9629"
"August 23, 2018",4,"20.5937, 78.9629"
"August 23, 2018",2,"20.5937, 78.9629"
"August 23, 2018",2,"20.5937, 78.9629"
"August 23, 2018",1,"20.5937, 78.9629"
"August 22, 2018",2,"20.5937, 78.9629"
"August 22, 2018",2,"20.5937, 78.9629"
"August 22, 2018",3,"20.5937, 78.9629"
"August 22, 2018",1,"20.5937, 78.9629"
"August 22, 2018",2,"20.5937, 78.9629"
"August 22, 2018",1,"20.5937, 78.9629"
"August 21, 2018",1,"20.5937, 78.9629"
"August 21, 2018",1,"20.5937, 78.9629"
"August 21, 2018",1,"20.5937, 78.9629"
"August 21, 2018",1,"20.5937, 78.9629"
"August 21, 2018",2,"20.5937, 78.9629"
"August 20, 2018",9,"20.5937, 78.9629"
"August 20, 2018",1,"20.5937, 78.9629"
"August 20, 2018",1,"20.5937, 78.9629"
"August 20, 2018",1,"20.5937, 78.9629"
"August 20, 2018",1,"20.5937, 78.9629"
"August 19, 2018",2,"20.5937, 78.9629"
"August 19, 2018",1,"20.5937, 78.9629"
"August 19, 2018",2,"20.5937, 78.9629"
"August 19, 2018",1,"20.5937, 78.9629"
"August 19, 2018",1,"20.5937, 78.9629"
"August 18, 2018",1,"20.5937, 78.9629"
"August 18, 2018",1,"20.5937, 78.9629"
"August 18, 2018",1,"20.5937, 78.9629"
"August 18, 2018",1,"20.5937, 78.9629"
"August 17, 2018",8,"20.5937, 78.9629"
"August 17, 2018",1,"20.5937, 78.9629"
"August 17, 2018",1,"20.5937, 78.9629"
"August 17, 2018",1,"20.5937, 78.9629"
"August 17, 2018",1,"20.5937, 78.9629"
"August 17, 2018",2,"20.5937, 78.9629"
"August 17, 2018",1,"20.5937, 78.9629"
"August 16, 2018",1,"20.5937, 78.9629"
"August 16, 2018",1,"20.5937, 78.9629"
"August 16, 2018",4,"20.5937, 78.9629"
"August 15, 2018",1,"20.5937, 78.9629"
"August 15, 2018",3,"20.5937, 78.9629"
"August 15, 2018",3,"20.5937, 78.9629"
"August 15, 2018",1,"20.5937, 78.9629"
"August 15, 2018",1,"20.5937, 78.9629"
"August 15, 2018",1,"20.5937, 78.9629"
"August 14, 2018",4,"20.5937, 78.9629"
"August 14, 2018",1,"20.5937, 78.9629"
"August 14, 2018",1,"20.5937, 78.9629"
"August 14, 2018",1,"20.5937, 78.9629"
"August 13, 2018",2,"20.5937, 78.9629"
"August 13, 2018",1,"20.5937, 78.9629"
"August 13, 2018",8,"20.5937, 78.9629"
"August 13, 2018",1,"20.5937, 78.9629"
"August 13, 2018",2,"20.5937, 78.9629"
"August 13, 2018",3,"20.5937, 78.9629"
"August 12, 2018",2,"20.5937, 78.9629"
"August 12, 2018",1,"20.5937, 78.9629"
"August 12, 2018",1,"20.5937, 78.9629"
"August 12, 2018",1,"20.5937, 78.9629"
"August 12, 2018",1,"20.5937, 78.9629"
"August 11, 2018",2,"20.5937, 78.9629"
"August 11, 2018",1,"20.5937, 78.9629"
"August 11, 2018",1,"20.5937, 78.9629"
"August 10, 2018",2,"20.5937, 78.9629"
"August 10, 2018",7,"20.5937, 78.9629"
"August 10, 2018",1,"20.5937, 78.9629"
"August 10, 2018",1,"20.5937, 78.9629"
"August 10, 2018",11,"20.5937, 78.9629"
"August 09, 2018",9,"20.5937, 78.9629"
"August 09, 2018",1,"20.5937, 78.9629"
"August 09, 2018",1,"20.5937, 78.9629"
"August 08, 2018",1,"20.5937, 78.9629"
"August 08, 2018",3,"20.5937, 78.9629"
"August 08, 2018",1,"20.5937, 78.9629"
"August 08, 2018",1,"20.5937, 78.9629"
"August 08, 2018",1,"20.5937, 78.9629"
"August 07, 2018",1,"20.5937, 78.9629"
"August 07, 2018",1,"20.5937, 78.9629"
"August 07, 2018",1,"20.5937, 78.9629"
"August 06, 2018",1,"20.5937, 78.9629"
"August 06, 2018",1,"20.5937, 78.9629"
"August 06, 2018",1,"20.5937, 78.9629"
"August 06, 2018",2,"20.5937, 78.9629"
"August 06, 2018",1,"20.5937, 78.9629"
"August 06, 2018",1,"20.5937, 78.9629"
"August 05, 2018",1,"20.5937, 78.9629"
"August 05, 2018",1,"20.5937, 78.9629"
"August 05, 2018",1,"20.5937, 78.9629"
"August 05, 2018",2,"20.5937, 78.9629"
"August 05, 2018",1,"20.5937, 78.9629"
"August 05, 2018",2,"20.5937, 78.9629"
"August 04, 2018",1,"20.5937, 78.9629"
"August 04, 2018",1,"20.5937, 78.9629"
"August 04, 2018",1,"20.5937, 78.9629"
"August 04, 2018",1,"20.5937, 78.9629"
"August 03, 2018",1,"20.5937, 78.9629"
"August 03, 2018",1,"20.5937, 78.9629"
"August 03, 2018",1,"20.5937, 78.9629"
"August 03, 2018",1,"20.5937, 78.9629"
"August 03, 2018",2,"20.5937, 78.9629"
"August 02, 2018",5,"20.5937, 78.9629"
"August 02, 2018",1,"20.5937, 78.9629"
"August 02, 2018",1,"20.5937, 78.9629"
"August 02, 2018",1,"20.5937, 78.9629"
"August 02, 2018",3,"20.5937, 78.9629"
"August 02, 2018",1,"20.5937, 78.9629"
"August 01, 2018",2,"20.5937, 78.9629"
"August 01, 2018",38,"20.5937, 78.9629"
"August 01, 2018",1,"20.5937, 78.9629"
"August 01, 2018",1,"20.5937, 78.9629"
"August 01, 2018",2,"20.5937, 78.9629"
"August 01, 2018",1,"29.625085000000, 20.386066000000"
"August 01, 2018",1,"11.183333000000, -4.283333000000"
"July 31, 2018",1,"26.154179363538, -98.178919002675"
"July 31, 2018",1,"21.143170000000, 23.823002000000"
"July 31, 2018",1,"9.511606000000, 44.059039000000"
"July 31, 2018",2,"10.487500000000, -5.653611000000"
"July 30, 2018",1,"32.659093625805, -115.590240735580"
"July 30, 2018",1,"35.839071004483, -5.940122119141"
"July 30, 2018",1,"31.583636465275, -106.226848566690"
"July 30, 2018",1,"32.124401300000, -111.722357500000"
"July 30, 2018",1,"31.983870900000, -112.821941900000"
"July 30, 2018",3,"29.801950923564, 24.172143055078"
"July 30, 2018",2,"25.607538000000, 13.911151000000"
"July 30, 2018",1,"3.536064000000, 39.065407000000"
"July 30, 2018",2,"29.129900000000, 20.360782000000"
"July 30, 2018",1,"-0.310591000000, 42.396130000000"
"July 30, 2018",1,"31.723048000000, 14.025968000000"
"July 30, 2018",1,"12.483333000000, 1.516667000000"
"July 29, 2018",6,"39.253815876194, 26.570164099609"
"July 29, 2018",1,"40.914511355632, 26.260509666650"
"July 29, 2018",1,"20.610678000000, 27.916851000000"
"July 29, 2018",1,"12.953846000000, 36.152215000000"
"July 29, 2018",2,"21.818949000000, 31.378376000000"
"July 28, 2018",6,"16.583541937366, 42.850998310625"
"July 28, 2018",2,"36.037415054876, 36.381528766656"
"July 28, 2018",1,"20.610678000000, 27.916851000000"
"July 28, 2018",1,"18.074280000000, 34.434549000000"
"July 28, 2018",3,"15.580140000000, 39.443588000000"
"July 28, 2018",1,"5.321172000000, 39.569408000000"
"July 28, 2018",1,"13.450000000000, -6.266667000000"
"July 28, 2018",1,"32.712646766604, -114.943023871160"
"July 27, 2018",3,"21.452060000000, 24.135751000000"
"July 27, 2018",1,"0.345906000000, 40.882634000000"
"July 26, 2018",1,"27.018368739267, -98.326540369141"
"July 26, 2018",1,"20.610678000000, 27.916851000000"
"July 26, 2018",1,"19.635357000000, 27.103538000000"
"July 25, 2018",2,"32.871782897208, 13.416166775391"
"July 25, 2018",1,"18.074280000000, 34.434549000000"
"July 25, 2018",1,"2.500000000000, 42.329444000000"
"July 24, 2018",10,"35.535640003676, -4.027877171094"
"July 24, 2018",1,"27.499223816780, -99.507652403705"
"July 24, 2018",1,"26.296039752680, -98.565006291016"
"July 24, 2018",1,"25.853161000000, 14.222440000000"
"July 24, 2018",1,"32.699221989858, -115.228038584730"
"July 24, 2018",1,"31.852934300000, -112.728750500000"
"July 24, 2018",1,"7.183340000000, -72.883300000000"
"July 24, 2018",1,"2.500000000000, 42.329444000000"
"July 24, 2018",1,"16.967643000000, 7.985137000000"
"July 23, 2018",1,"32.377021100000, -113.165430700000"
"July 23, 2018",1,"32.377021100000, -113.165430700000"
"July 23, 2018",1,"41.076758001353, 22.239659765625"
"July 23, 2018",3,"36.008703898861, 36.375425242882"
"July 23, 2018",2,"21.053344000000, 24.890891000000"
"July 23, 2018",1,"6.770377000000, 47.417650000000"
"July 23, 2018",1,"22.396611000000, 26.693147000000"
"July 23, 2018",1,"-22.227548063101, 30.004826466378"
"July 22, 2018",1,"27.591228418645, -99.405928364844"
"July 22, 2018",1,"32.025035700000, -111.326864900000"
"July 22, 2018",1,"6.505391000000, 100.680010000000"
"July 22, 2018",1,"21.983583000000, 23.441843000000"
"July 22, 2018",1,"24.740071000000, 13.730700000000"
"July 21, 2018",1,"27.135738507782, -98.646765906641"
"July 21, 2018",1,"27.604615841947, -99.399061909766"
"July 21, 2018",1,"32.388181600000, -115.225726400000"
"July 21, 2018",1,"23.648314000000, 22.326002000000"
"July 21, 2018",2,"21.943709000000, 27.672666000000"
"July 21, 2018",2,"19.635357000000, 27.103538000000"
"July 21, 2018",2,"21.943709000000, 27.672666000000"
"July 21, 2018",2,"5.321172000000, 39.569408000000"
"July 21, 2018",7,"5.321172000000, 39.569408000000"
"July 20, 2018",1,"28.697425359808, -100.510825480810"
"July 20, 2018",3,"36.827365026355, 2.019972303906"
"July 20, 2018",1,"32.705372916338, -115.172999377480"
"July 20, 2018",2,"40.871091800000, 26.047733822656"
"July 19, 2018",4,"41.326511291792, 26.509713432910"
"July 19, 2018",2,"32.807168437915, 13.553495876953"
"July 19, 2018",1,"25.420564220696, -101.016036964530"
"July 19, 2018",5,"13.208862145310, 47.032619421875"
"July 19, 2018",1,"28.261653600000, -99.809398600000"
"July 19, 2018",2,"18.074280000000, 34.434549000000"
"July 18, 2018",44,"35.744546449902, 34.038251470313"
"July 18, 2018",1,"35.211825542268, -2.929643536523"
"July 18, 2018",1,"31.459629000000, -110.089668000000"
"July 18, 2018",1,"22.143669000000, 22.317084000000"
"July 18, 2018",2,"3.536064000000, 39.065407000000"
"July 17, 2018",1,"34.372923829775, 14.267898900000"
"July 17, 2018",2,"34.807049948548, 14.355789525000"
"July 17, 2018",2,"27.014784000000, 14.312175000000"
"July 17, 2018",2,"21.943709000000, 27.672666000000"
"July 16, 2018",8,"32.870128661262, 12.191524254297"
"July 16, 2018",2,"19.405237147755, 5.753553025781"
"July 16, 2018",1,"21.943709000000, 27.672666000000"
"July 15, 2018",17,"33.064676173785, 12.496213994531"
"July 15, 2018",1,"27.622260401107, -99.549437275977"
"July 15, 2018",1,"31.523634400000, -111.563820100000"
"July 15, 2018",1,"31.446657800000, -110.371313200000"
"July 15, 2018",1,"23.467103000000, 22.394775000000"
"July 14, 2018",1,"27.540416000000, 14.282182000000"
"July 14, 2018",1,"16.946465000000, 7.967111000000"
"July 14, 2018",1,"16.985362000000, 7.972810000000"
"July 14, 2018",1,"-0.310591000000, 42.396130000000"
"July 13, 2018",4,"33.259416655075, 12.356319176172"
"July 13, 2018",3,"16.969076884722, 92.187177600634"
"July 12, 2018",1,"8.683377435495, -77.347311625781"
"July 12, 2018",1,"16.993078000000, 8.007654000000"
"July 12, 2018",2,"35.980213560755, -1.303581809134"
"July 11, 2018",1,"25.519017269300, -103.436584432260"
"July 11, 2018",1,"16.967643000000, 7.985137000000"
"July 11, 2018",1,"16.967643000000, 7.985137000000"
"July 11, 2018",2,"27.112849000000, 16.010267000000"
"July 10, 2018",1,"36.037065773178, 36.380504869171"
"July 10, 2018",1,"27.062788000000, 15.071861000000"
"July 10, 2018",1,"9.573928000000, 41.845284000000"
"July 10, 2018",1,"19.635357000000, 27.103538000000"
"July 09, 2018",1,"26.412880585183, -99.033961643408"
"July 09, 2018",1,"32.448212000000, -111.699247000000"
"July 09, 2018",1,"10.616667000000, 1.266667000000"
"July 08, 2018",1,"32.057701900000, -112.143021500000"
"July 08, 2018",1,"31.723048000000, 14.025968000000"
"July 07, 2018",1,"32.454000000000, -116.160900000000"
"July 07, 2018",1,"31.898889970669, -112.057105228130"
"July 07, 2018",1,"36.003732194029, 36.369817650125"
"July 07, 2018",3,"29.898645000000, 61.364025000000"
"July 07, 2018",1,"22.976271000000, 22.479841000000"
"July 07, 2018",1,"19.635357000000, 27.103538000000"
"July 07, 2018",2,"6.455027000000, 3.384082000000"
"July 07, 2018",1,"6.666667000000, -1.616667000000"
"July 06, 2018",1,"32.367278581232, -115.885875271870"
"July 06, 2018",1,"32.680756666024, -115.448101148300"
"July 06, 2018",1,"31.353453000000, -109.651615600000"
"July 06, 2018",1,"31.725322100000, -112.005521300000"
"July 06, 2018",1,"24.454284000000, 13.207711000000"
"July 06, 2018",1,"22.141320000000, 5.690257000000"
"July 06, 2018",2,"8.983333000000, 1.133333000000"
"July 06, 2018",1,"6.497222000000, 2.605000000000"
"July 05, 2018",1,"18.735823585912, -97.411824347932"
"July 05, 2018",1,"44.809359680245, 15.874422444489"
"July 05, 2018",9,"32.786952053043, 13.675468269531"
"July 05, 2018",1,"31.967683100000, -113.013308300000"
"July 05, 2018",1,"13.453056000000, -16.577500000000"
"July 05, 2018",1,"6.497222000000, 2.605000000000"
"July 05, 2018",1,"11.183333000000, -4.283333000000"
"July 04, 2018",1,"19.635357000000, 27.103538000000"
"July 04, 2018",1,"11.316667000000, -5.666667000000"
"July 04, 2018",1,"7.683333000000, -5.016667000000"
"July 04, 2018",3,"7.683333000000, -5.016667000000"
"July 04, 2018",1,"16.266667000000, -0.050000000000"
"July 04, 2018",2,"6.816667000000, -5.283333000000"
"July 04, 2018",1,"5.316667000000, -4.033333000000"
"July 03, 2018",6,"33.548959470348, 12.784844159375"
"July 03, 2018",1,"28.712361755412, -100.508497285710"
"July 03, 2018",1,"35.881069915197, -5.815255115625"
"July 02, 2018",1,"0.192065000000, -100.881201000000"
"July 02, 2018",1,"12.357222000000, -1.535278000000"
"July 02, 2018",1,"12.357222000000, -1.535278000000"
"July 01, 2018",114,"32.976424176769, 14.449173314062"
"July 01, 2018",19,"1.368073391215, 104.393458772270"
"July 01, 2018",1,"27.508628000157, -99.526230117281"
"July 01, 2018",1,"21.143170000000, 23.823002000000"
"June 30, 2018",1,"32.706321562181, -115.991433417970"
"June 30, 2018",1,"32.057499000000, -111.666072500000"
"June 30, 2018",1,"21.143170000000, 23.823002000000"
"June 30, 2018",2,"31.723048000000, 14.025968000000"
"June 30, 2018",1,"21.818949000000, 31.378376000000"
"June 30, 2018",6,"5.321172000000, 39.569408000000"
"June 30, 2018",1,"20.610678000000, 27.916851000000"
"June 29, 2018",104,"33.201475232466, 13.188591717969"
"June 29, 2018",1,"27.200119062524, -98.215582532813"
"June 29, 2018",1,"0.487983000000, 42.778280000000"
"June 28, 2018",1,"36.576635771960, 36.583788674826"
"June 27, 2018",3,"40.878451475853, 25.697494104492"
"June 27, 2018",1,"26.292038352495, -98.564319645508"
"June 27, 2018",1,"26.224699562150, -98.445427845508"
"June 27, 2018",1,"26.375981300000, -98.143649700000"
"June 27, 2018",1,"31.440889700000, -111.326268000000"
"June 27, 2018",1,"20.610678000000, 27.916851000000"
"June 26, 2018",1,"32.045696116532, -110.076667294170"
"June 26, 2018",1,"32.028451900000, -110.075742400000"
"June 26, 2018",1,"31.771801900000, -111.924265100000"
"June 26, 2018",1,"32.021384700000, -111.783319900000"
"June 26, 2018",1,"46.151241000000, 14.995463000000"
"June 26, 2018",1,"27.053928000000, 14.320411000000"
"June 26, 2018",1,"13.966799000000, 35.440559000000"
"June 26, 2018",1,"20.610678000000, 27.916851000000"
"June 26, 2018",1,"18.074280000000, 34.434549000000"
"June 25, 2018",2,"41.659556367975, 22.204903170508"
"June 25, 2018",1,"28.642264135393, -100.330563425780"
"June 25, 2018",2,"22.692586000000, 12.480116000000"
"June 24, 2018",4,"33.255516970248, 12.537412725000"
"June 24, 2018",8,"32.812841133477, 12.894163513184"
"June 24, 2018",1,"32.561705900000, -111.958059400000"
"June 24, 2018",2,"12.357222000000, -1.535278000000"
"June 24, 2018",2,"23.987799000000, 18.005633000000"
"June 24, 2018",5,"9.402564000000, 42.018769000000"
"June 24, 2018",2,"19.635357000000, 27.103538000000"
"June 24, 2018",1,"12.250000000000, -2.366667000000"
"June 24, 2018",1,"12.639167000000, -8.002778000000"
"June 23, 2018",1,"26.070579275247, -98.230603840234"
"June 23, 2018",1,"27.014083900000, -98.292033500000"
"June 23, 2018",1,"27.151535200000, -98.447048900000"
"June 23, 2018",1,"36.490566676243, 36.549456399435"
"June 23, 2018",1,"23.370165000000, 17.683380000000"
"June 23, 2018",2,"3.553899000000, 38.654860000000"
"June 23, 2018",2,"13.574530000000, -2.413660000000"
"June 23, 2018",1,"32.708766407534, -115.995027818310"
"June 22, 2018",1,"27.263759500000, -98.395306300000"
"June 22, 2018",1,"27.244542600000, -97.860597800000"
"June 22, 2018",2,"23.095196000000, 22.792007000000"
"June 22, 2018",2,"22.765384000000, 22.374041000000"
"June 22, 2018",2,"25.500028000000, 14.602296000000"
"June 22, 2018",3,"24.540359000000, 15.774139000000"
"June 22, 2018",1,"6.770377000000, 47.417650000000"
"June 22, 2018",1,"12.669425000000, -7.909603000000"
"June 21, 2018",26,"32.805835345374, 12.879105078018"
"June 21, 2018",1,"43.785532552199, 7.620155941107"
"June 21, 2018",7,"40.897774704222, 26.252355751245"
"June 21, 2018",1,"32.163190400000, -112.998958600000"
"June 21, 2018",1,"32.374557900000, -111.753955600000"
"June 21, 2018",1,"31.756084800000, -112.006341800000"
"June 21, 2018",1,"31.756084800000, -112.006341800000"
"June 21, 2018",2,"27.093058000000, 14.375318000000"
"June 21, 2018",2,"27.124841000000, 14.279231000000"
"June 21, 2018",1,"31.986596000000, 20.297225000000"
"June 20, 2018",1,"33.546891172275, 13.464128825000"
"June 20, 2018",50,"32.906940206676, 13.713920417969"
"June 20, 2018",1,"32.220275600000, -112.782436200000"
"June 20, 2018",1,"36.496184527901, 36.546557245811"
"June 20, 2018",1,"24.973284000000, 13.379010000000"
"June 20, 2018",1,"12.639167000000, -8.002778000000"
"June 19, 2018",1,"50.865782100000, 4.292597500000"
"June 19, 2018",1,"26.215844689693, -98.450234364063"
"June 19, 2018",101,"32.953662000000, 12.875107000000"
"June 19, 2018",70,"32.956951061555, 13.088341473828"
"June 19, 2018",1,"31.953720300000, -111.988076100000"
"June 18, 2018",5,"33.900182962029, 13.378376278125"
"June 18, 2018",1,"28.928942802688, -100.501049145220"
"June 18, 2018",1,"31.657587900000, -111.096450300000"
"June 18, 2018",1,"27.181724700000, -98.382741500000"
"June 18, 2018",3,"14.450000000000, -11.433333000000"
"June 17, 2018",1,"27.596676359375, -99.537031043872"
"June 17, 2018",5,"28.573390388485, -99.559687693054"
"June 17, 2018",43,"36.475227818626, -2.230208148437"
"June 17, 2018",1,"33.909919705504, 12.888975225000"
"June 17, 2018",1,"32.458090100000, -113.163995800000"
"June 17, 2018",3,"12.639167000000, -8.065700000000"
"June 16, 2018",12,"-15.295060959251, 34.442272972266"
"June 16, 2018",1,"27.246999500000, -98.431243700000"
"June 16, 2018",1,"36.002631757006, 36.368229201871"
"June 16, 2018",1,"25.860996000000, 14.665826000000"
"June 16, 2018",1,"18.074280000000, 34.434549000000"
"June 16, 2018",2,"21.943709000000, 27.672666000000"
"June 16, 2018",3,"19.635357000000, 27.103538000000"
"June 15, 2018",4,"36.010331867945, -5.441475625000"
"June 15, 2018",1,"32.033764900000, -112.913721700000"
"June 15, 2018",1,"45.190030824205, 15.788108441402"
"June 14, 2018",1,"36.008665545045, -5.398903603516"
"June 14, 2018",1,"27.075630200000, -98.452613800000"
"June 13, 2018",1,"28.900508281344, -100.612137076070"
"June 13, 2018",1,"31.929695900000, -111.784830600000"
"June 13, 2018",1,"32.196911800000, -111.773954700000"
"June 13, 2018",1,"26.981996300000, -98.405339000000"
"June 13, 2018",1,"25.180981000000, 14.216799000000"
"June 13, 2018",2,"27.117507000000, 14.367082000000"
"June 13, 2018",3,"16.974855000000, 7.982422000000"
"June 13, 2018",1,"26.832604835274, -97.817398375174"
"June 12, 2018",76,"33.301440562438, 12.526426396875"
"June 12, 2018",1,"31.527146000000, -111.353804000000"
"June 12, 2018",1,"23.719983000000, 12.391467000000"
"June 12, 2018",1,"13.747392000000, 8.946790000000"
"June 12, 2018",3,"24.947309000000, 14.543123000000"
"June 12, 2018",2,"21.327757000000, 26.213014000000"
"June 11, 2018",1,"50.994724449985, 2.277085285523"
"June 11, 2018",2,"34.536714156713, 13.108701787500"
"June 11, 2018",1,"31.339538600000, -110.978347600000"
"June 11, 2018",1,"28.261653600000, -99.809398600000"
"June 11, 2018",2,"27.102838000000, 14.419244000000"
"June 11, 2018",2,"21.943709000000, 27.672666000000"
"June 11, 2018",3,"19.635357000000, 27.103538000000"
"June 11, 2018",1,"12.669425000000, -7.909603000000"
"June 11, 2018",6,"14.692778000000, -17.446667000000"
"June 10, 2018",4,"35.507204211799, -2.740343393750"
"June 10, 2018",1,"38.227960500000, 21.721644100000"
"June 10, 2018",1,"28.711412859603, -100.509059536490"
