"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"51422","Horn of Africa","October 27, 2018","2018","Oct","2","","2","","","2","","Shot or stabbed","Metema, Ethiopia-Sudan border","Mixed Migration Monitoring Mechanism Initiative (4mi)","12.953846000000, 36.152215000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"51423","Horn of Africa","October 27, 2018","2018","Oct","1","","1","","","1","","Vehicle Accident","Near Hargeisa, Somalia","Mixed Migration Monitoring Mechanism Initiative (4mi)","9.511606000000, 44.059039000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"51424","North Africa","October 27, 2018","2018","Oct","1","","1","","","1","","Vehicle Accident","Unspecified location in the Sahara desert, Libya, en route to Tripoli","Mixed Migration Monitoring Mechanism Initiative (4mi)","21.143170000000, 23.823002000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"46037","Mediterranean","October 26, 2018","2018","Oct","1","13","14","2","","1","","Presumed drowning","Off the coast of Plage Charrana, Bni Chiker, Morocco","Association Marocaine des Droits Humains - Section Nador, RifDia, EFE","35.442087951783, -3.127679063281","Western Mediterranean","https://bit.ly/2Rlfbmr, https://bit.ly/2qjjMdv, https://bit.ly/2De257A","Uncategorized","4"
"51421","North Africa","October 26, 2018","2018","Oct","2","","2","","2","","","Vehicle Accident, Excessive Physical Abuse","Sahara desert near Atbara, Sudan","Mixed Migration Monitoring Mechanism Initiative (4mi)","18.074280000000, 34.434549000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"52157","North Africa","October 26, 2018","2018","Oct","3","","3","","1","1","","Dehydration","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.041322000000, 23.394840000000","","http://www.mixedmigration.org/4mi/","","2"
"46035","Mediterranean","October 25, 2018","2018","Oct","2","","2","","","2","","Presumed drowning","Bodies recovered near Plage de Trougout, Nador, Morocco","Association Marocaine des Droits Humains - Section Nador, Ariffino, Le Parisien","35.357502053477, -3.798174029297","Western Mediterranean","https://goo.gl/gHS3bh, https://bit.ly/2CJwR7n, https://bit.ly/2D9Jidw","Uncategorized","4"
"46036","Middle East","October 25, 2018","2018","Oct","6","","6","","","6","","Drowning","Kızılçat, Yayladağı district, Hatay province, Turkey - when crossing from Latakia, Syria","AP, Haberturk, CNN Türk","35.858384350643, 36.116948497315","","https://bit.ly/2PWYXQ2, https://bit.ly/2CGxTkn, https://bit.ly/2OR7UhA","Western Asia","3"
"46045","Europe","October 25, 2018","2018","Oct","1","","1","","","1","","Hit by train","Near Lutros, Alexandroupolis, Greece","IOM Greece, Evros 24","40.880611200000, 26.045885000000","","https://bit.ly/2Ry5SzJ","Southern Europe","3"
"46046","Europe","October 25, 2018","2018","Oct","1","2","3","","1","","2","Presumed drowning","Evros River, near Orestiada, Greece","IOM Greece, Ekathimerini","41.507704846227, 26.598028237012","","https://bit.ly/2PEVed3","Southern Europe","3"
"46070","South America","October 25, 2018","2018","Oct","1","","1","","1","","1","Cardiac arrest","Hospital in Tunja, Boyacá, Colombia - shortly after crossing border with Venezuela","El Informador","5.540402403214, -73.361254635582","","https://bit.ly/2Qy2ZPj","South America","1"
"48103","US-Mexico Border","October 25, 2018","2018","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.488233400000, -111.542807100000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"51419","North Africa","October 25, 2018","2018","Oct","1","","1","","1","","1","Sickness and lack of access to medicines","Metema, Ethiopia-Sudan border","Mixed Migration Monitoring Mechanism Initiative (4mi)","12.953846000000, 36.152215000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"51420","Sub-Saharan Africa","October 25, 2018","2018","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Ougadougou, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4mi)","12.357222000000, -1.535278000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"52154","North Africa","October 25, 2018","2018","Oct","3","","3","","3","","","Sickness and lack of access to medicines, Sexual abuse","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","27.051285000000, 14.406808000000","","http://www.mixedmigration.org/4mi/","","2"
"52155","North Africa","October 25, 2018","2018","Oct","2","","2","","1","1","1","Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara Desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.337148000000, 13.904187000000","","http://www.mixedmigration.org/4mi/","","2"
"52156","North Africa","October 25, 2018","2018","Oct","1","","1","","1","","","Vehicle Accident","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","27.044399000000, 14.417358000000","","http://www.mixedmigration.org/4mi/","","2"
"52151","North Africa","October 24, 2018","2018","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Unspecified location in the Sahara Desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.190681000000, 24.840909000000","","http://www.mixedmigration.org/4mi/","","2"
"52152","Sub-Saharan Africa","October 24, 2018","2018","Oct","3","","3","","","3","","Unknown","Near Dirkou, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","19.145515000000, 13.080172000000","","http://www.mixedmigration.org/4mi/","","2"
"52153","North Africa","October 24, 2018","2018","Oct","7","","7","","1","1","","Vehicle Accident","Near Dirkou, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","18.940412000000, 13.044874000000","","http://www.mixedmigration.org/4mi/","","2"
"48102","US-Mexico Border","October 23, 2018","2018","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"51416","Sub-Saharan Africa","October 23, 2018","2018","Oct","1","","1","","1","","1","Sickness and lack of access to medicines","Ndola, Zambia, near border with Democratic Republic of the Congo","Mixed Migration Monitoring Mechanism Initiative (4mi)","-12.949113000000, 28.674062000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"51417","Sub-Saharan Africa","October 23, 2018","2018","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Namanga, Tanzania-Kenya border","Mixed Migration Monitoring Mechanism Initiative (4mi)","-2.552360000000, 36.797570000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"51418","North Africa","October 23, 2018","2018","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Sahara desert, Ash Shamaliyah, Sudan","Mixed Migration Monitoring Mechanism Initiative (4mi)","20.610678000000, 27.916851000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"52149","North Africa","October 23, 2018","2018","Oct","2","","2","","1","1","","Sickness and lack of access to medicines, Starvation, Dehydration","Unspecified location in the Sahara Desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.461530000000, 25.530802000000","","http://www.mixedmigration.org/4mi/","","2"
"52150","North Africa","October 23, 2018","2018","Oct","3","","3","","","3","","Vehicle Accident","Unspecified location in the Sahara Desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.694491000000, 15.095736000000","","http://www.mixedmigration.org/4mi/","","2"
"46026","Mediterranean","October 22, 2018","2018","Oct","3","","3","31","1","","3","Drowning","50m off the coast of Bodrum, Muğla province, Turkey","Turkish Coast Guard, Reuters, Daily Sabah","37.013780762096, 27.441440497437","Eastern Mediterranean","https://bit.ly/2R3gkig, https://bit.ly/2q563GY, https://reut.rs/2yUamcl","Uncategorized","5"
"46033","Central America","October 22, 2018","2018","Oct","1","","1","","","","","Fall from vehicle","KM282 Highway between Tapachula and Huehuetan, near Huixtla, Chiapas, Mexico","La Prensa, TeleSur","15.110817101047, -92.430899979102","","https://bit.ly/2CZfJev, https://bit.ly/2O3en3y","Central America","3"
"46034","Sub-Saharan Africa","October 22, 2018","2018","Oct","7","","7","5","","","","Drowning","Indian Ocean, off the coast of Tanzania, near maritime border with Kenya","Reuters","-4.841440546257, 39.456025576692","","https://bit.ly/2RdIGqo","Eastern Africa","1"
"46042","US-Mexico Border","October 22, 2018","2018","Oct","1","","1","","","1","","Unknown","Ranch near El Cenizo, South of Laredo, Webb County, Texas, USA","Revista Fundamentos","27.285937858565, -99.401121846289","Central America to US","https://bit.ly/2EV7BO3","Northern America","1"
"51415","Horn of Africa","October 22, 2018","2018","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Near Caynabo, Somalia","Mixed Migration Monitoring Mechanism Initiative (4mi)","9.020952000000, 46.451457000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"46024","Mediterranean","October 21, 2018","2018","Oct","2","","2","","","2","","Cardiac arrest","Border fence Spain-Morocco border, near Pinos de Rostgordo, Melilla, Spain","Government of Spain, Caminando Fronteras, Association Marocaine des Droits Humains - Section Nador","35.317074762986, -2.958625089834","Western Mediterranean","https://bit.ly/2CvmWlM, https://bit.ly/2NRgwiP, https://bit.ly/2CysJqN, https://www.facebook.com/AmdhNador/posts/2203970873148509","Uncategorized","5"
"46025","Central America","October 21, 2018","2018","Oct","6","","6","","1","5","3","Vehicle Accident","Highway San Cristóbal-Teopisca, near San Cristóbal de las Casas, Chiapas, Mexico","La Vanguardia, El Universal","16.661687669465, -92.558634566602","","https://bit.ly/2POKypa, https://bit.ly/2CWIJDT","Central America","3"
"46032","US-Mexico Border","October 21, 2018","2018","Oct","1","","1","","","1","","Unknown","Ranch near El Indio, Maverick County, Texas, USA","SuperChannel 12","28.505441998889, -100.324571287400","Central America to US","https://bit.ly/2OMAWPs","Northern America","1"
"51413","Sub-Saharan Africa","October 21, 2018","2018","Oct","1","","1","","1","","","Sickness and lack of access to medicines, Starvation","Near Lilongwe, Malawi","Mixed Migration Monitoring Mechanism Initiative (4mi)","-13.861550000000, 33.782244000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"51414","North Africa","October 21, 2018","2018","Oct","1","","1","","","1","1","Sickness and lack of access to medicines, Dehydration, Harsh weather/lack of adequate shelter","Sahara desert near Atbara, Sudan","Mixed Migration Monitoring Mechanism Initiative (4mi)","18.074280000000, 34.434549000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"52147","North Africa","October 21, 2018","2018","Oct","1","","1","","","1","","Shot or stabbed","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","27.042724000000, 14.403250000000","","http://www.mixedmigration.org/4mi/","","2"
"52148","North Africa","October 21, 2018","2018","Oct","2","","2","","","2","","Vehicle Accident","Umm Al Aranib, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","26.127183000000, 14.742012000000","","http://www.mixedmigration.org/4mi/","","2"
"46022","Central America","October 20, 2018","2018","Oct","1","","1","","","","","Fall from vehicle","KM30 Ruta del Pacífico Amatitlán, Guatemala","Bomberos Voluntarios Guatemala, La Prensa de Honduras","14.449858800000, -90.642999900000","","https://bit.ly/2NXsHdO, https://bit.ly/2EDkcW9","Central America","4"
"46023","Mediterranean","October 20, 2018","2018","Oct","1","","1","","1","","","Presumed drowning","Body found at Amejaou beach, 40km west of Nador, Morocco","Association Marocaine des Droits Humains - Section Nador","35.288086655038, -3.114351178125","Western Mediterranean","https://www.facebook.com/AmdhNador/posts/2203700949842168","Uncategorized","4"
"46031","US-Mexico Border","October 20, 2018","2018","Oct","1","","1","","","1","","Unknown","Ranch west of Falfurrias, Brooks County, Texas, USA","Breitbart News","27.224544909800, -98.302099866797","Central America to US","https://bit.ly/2D4Mc3k","Northern America","1"
"49507","Southeast Asia","October 20, 2018","2018","Oct","1","","1","","","","","Fall","Pattani province, Thailand, near border with Malaysia","Mixed Migration Monitoring Mechanism Initiative (4mi)","6.614935000000, 101.337994000000","","http://www.mixedmigration.org/4mi/","South-eastern Asia","2"
"51412","Sub-Saharan Africa","October 20, 2018","2018","Oct","1","","1","","","1","1","Sickness and lack of access to medicines","Near Nampula, Mozambique","Mixed Migration Monitoring Mechanism Initiative (4mi)","-15.137787000000, 39.230025000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"52146","North Africa","October 20, 2018","2018","Oct","3","","3","","1","1","","Sickness and lack of access to medicines, Starvation, Suffocation","Unspecified location in the Sahara Desert, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.387480000000, 13.481483000000","","http://www.mixedmigration.org/4mi/","","2"
"46021","Caribbean","October 19, 2018","2018","Oct","2","","2","5","","2","","Presumed drowning","Off the coast of Santana di Cachó, Aruba - boat departed from El Supí, Península de Paraguaná, Falcón, Venezuela","NTN24, Gerardo Morón, El Pitazo","12.400089953733, -69.849548327148","","https://bit.ly/2CXw3wy, https://bit.ly/2J8JFoL, https://bit.ly/2CX7QpV","Caribbean","3"
"52145","North Africa","October 19, 2018","2018","Oct","1","","1","","","1","","Vehicle Accident","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","26.999285000000, 14.429846000000","","http://www.mixedmigration.org/4mi/","","2"
"48098","US-Mexico Border","October 18, 2018","2018","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"51409","Sub-Saharan Africa","October 18, 2018","2018","Oct","1","","1","","1","","","Vehicle Accident","Near Tete, Mozambique","Mixed Migration Monitoring Mechanism Initiative (4mi)","-16.083382000000, 33.637539000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"51410","Sub-Saharan Africa","October 18, 2018","2018","Oct","1","","1","","","1","","Unknown","Near Lilongwe, Malawi","Mixed Migration Monitoring Mechanism Initiative (4mi)","-13.861550000000, 33.782244000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"51411","Sub-Saharan Africa","October 18, 2018","2018","Oct","2","","2","","1","1","","Sickness and lack of access to medicines, Starvation","Guinea, near the border with Mali","Mixed Migration Monitoring Mechanism Initiative (4mi)","12.054854000000, -8.998136000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"52144","North Africa","October 18, 2018","2018","Oct","1","","1","","1","","1","Sickness and lack of access to medicines","Sahara Desert, Niger, near border with Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.917358000000, 13.100816000000","","http://www.mixedmigration.org/4mi/","","2"
"46017","US-Mexico Border","October 17, 2018","2018","Oct","1","","1","1","","1","","Drowning","Río Colorado, near Ciudad Morelos, Baja California, Mexico","La Voz de la Frontera. Tribuna de San Luis","32.621507588195, -114.810131103780","Central America to US","https://bit.ly/2NMMJaU, https://bit.ly/2PGo3Tt","Central America","3"
"48097","US-Mexico Border","October 17, 2018","2018","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.967683100000, -113.013308300000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"52143","North Africa","October 17, 2018","2018","Oct","1","","1","","","1","","Vehicle Accident","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","26.993702000000, 14.450236000000","","http://www.mixedmigration.org/4mi/","","2"
"48095","US-Mexico Border","October 16, 2018","2018","Oct","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.969853700000, -111.427588800000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"48096","US-Mexico Border","October 16, 2018","2018","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.057701900000, -112.143021500000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"52141","North Africa","October 16, 2018","2018","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","26.930969000000, 14.434911000000","","http://www.mixedmigration.org/4mi/","","2"
"52142","North Africa","October 16, 2018","2018","Oct","1","","1","","1","","","Sickness and lack of access to medicines, Sexual abuse","Tripoli, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","32.877428000000, 13.204771000000","","http://www.mixedmigration.org/4mi/","","2"
"46009","Mediterranean","October 15, 2018","2018","Oct","1","","1","","1","","","Presumed drowning","Near La Madrague, Plage de Bousfer, Ain El Türck, province of Oran, Algeria","Le Quotidien d'Oran, El Watan, Réflexion","35.756883552199, -0.755644093457","Western Mediterranean","https://bit.ly/2CrCnvj, https://bit.ly/2EsgGgY, https://bit.ly/2OuR0VV","Uncategorized","3"
"46013","Mediterranean","October 15, 2018","2018","Oct","1","","1","38","","1","","Hypothermia","West of Tangier, Morocco","AFP, Huffington Post Maghreb","35.846340387609, -5.913605178906","Western Mediterranean","https://bit.ly/2RW3gfQ, https://bit.ly/2J0Akj4, https://bit.ly/2pV9nEH","Uncategorized","3"
"46015","Central America","October 15, 2018","2018","Oct","2","","2","","","2","","Fall from train","Train tracks near Celaya, Guanajuato, Mexico","Milenio","20.614104849530, -100.822961473630","","https://bit.ly/2QMYbp0","Central America","1"
"51404","North Africa","October 15, 2018","2018","Oct","2","","2","","2","","","Excessive Physical Abuse, Sexual abuse","Sahara desert near Atbara, Sudan","Mixed Migration Monitoring Mechanism Initiative (4mi)","18.074280000000, 34.434549000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"51405","North Africa","October 15, 2018","2018","Oct","2","","2","","1","1","2","Sickness and lack of access to medicines, Vehicle Accident","Unspecified location in the Sahara desert, Sudan","Mixed Migration Monitoring Mechanism Initiative (4mi)","19.635357000000, 27.103538000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"51406","Sub-Saharan Africa","October 15, 2018","2018","Oct","2","","2","","","2","2","Sickness and lack of access to medicines, Starvation, Dehydration","Harper, Liberia","Mixed Migration Monitoring Mechanism Initiative (4mi)","4.366667000000, -7.716667000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"51407","Sub-Saharan Africa","October 15, 2018","2018","Oct","1","","1","","","1","1","Unknown","Harper, Liberia","Mixed Migration Monitoring Mechanism Initiative (4mi)","4.366667000000, -7.716667000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"51408","Sub-Saharan Africa","October 15, 2018","2018","Oct","1","","1","","","1","1","Vehicle Accident","Zinder, Niger","Mixed Migration Monitoring Mechanism Initiative (4mi)","13.805278000000, 8.988333000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"52140","North Africa","October 15, 2018","2018","Oct","2","","2","","2","","","Unknown","Unspecified location in the Sahara Desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.516550000000, 14.904651000000","","http://www.mixedmigration.org/4mi/","","2"
"45980","US-Mexico Border","October 14, 2018","2018","Oct","1","","1","","","1","","Drowning","Río Bravo, near Éjido El Bayito, Nuevo Laredo, Tamaulipas, Mexico","Hoy Tamaulipas, El Nuevo Diario","27.500016908291, -99.501840408371","Central America to US","https://bit.ly/2IZgCnI, https://bit.ly/2CL5B9d","Central America","3"
"45981","Middle East","October 14, 2018","2018","Oct","22","","22","13","1","","4","Vehicle Accident","Road near Adnan Menderes airport, Izmir, Turkey","AFP, Daily Sabah, Anadolu Agency","38.277054882761, 27.182584225098","","https://yhoo.it/2IW234g, https://bit.ly/2QT1Kds, https://bit.ly/2OqiID2","Western Asia","3"
"46008","Mediterranean","October 14, 2018","2018","Oct","1","","1","","","1","","Presumed drowning","Off the coast of Arzew, province of Oran, Algeria","Le Quotidien d'Oran, Réflexion","35.973656616085, -0.352090264063","Western Mediterranean","https://bit.ly/2yN8fa3, https://bit.ly/2OuR0VV","Uncategorized","3"
"51399","Sub-Saharan Africa","October 14, 2018","2018","Oct","1","","1","","","1","","Shot or stabbed","Beitbridge, Zimbabwe-South Africa border","Mixed Migration Monitoring Mechanism Initiative (4mi)","-22.224039000000, 29.996078000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"51400","Sub-Saharan Africa","October 14, 2018","2018","Oct","2","","2","","1","1","","Sickness and lack of access to medicines, Starvation, Sexual abuse","Unspecified location in Cote d'Ivoire","Mixed Migration Monitoring Mechanism Initiative (4mi)","7.236226000000, -5.038495000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"51401","Sub-Saharan Africa","October 14, 2018","2018","Oct","2","","2","","2","","","Sickness and lack of access to medicines, Starvation, Sexual abuse","Unspecified location in Cote d'Ivoire","Mixed Migration Monitoring Mechanism Initiative (4mi)","8.621028000000, -5.048118000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"51402","Sub-Saharan Africa","October 14, 2018","2018","Oct","1","","1","","1","","","Sickness and lack of access to medicines","Timbuktu, Mali","Mixed Migration Monitoring Mechanism Initiative (4mi)","16.775833000000, -3.009444000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"51403","Sub-Saharan Africa","October 14, 2018","2018","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Unspecified location in Cameroon","Mixed Migration Monitoring Mechanism Initiative (4mi)","5.261657000000, 13.578635000000","","http://www.mixedmigration.org/4mi/","Central Africa","2"
"52138","North Africa","October 14, 2018","2018","Oct","2","","2","","","2","","Sickness and lack of access to medicines, Starvation, Dehydration","Sahara Desert, Sudan, near border with Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.028424000000, 25.144604000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"52139","North Africa","October 14, 2018","2018","Oct","1","","1","","","1","1","Sickness and lack of access to medicines","Near Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.092259000000, 8.030290000000","","http://www.mixedmigration.org/4mi/","","2"
"45978","Europe","October 13, 2018","2018","Oct","11","","11","","","","","Vehicle Accident","Kavala - Afrioni beach road, Sarakina, Greece","IOM Greece","40.946035470324, 24.432263735596","Western Balkans","https://bit.ly/2pTT5vR","Southern Europe","4"
"45979","US-Mexico Border","October 13, 2018","2018","Oct","1","","1","","","1","","Drowning","Río Bravo, near International Bridge II Juárez-Lincol, Nuevo Laredo, Tamaulipas, Mexico","Líderweb, El Mañana de Nuevo Laredo","27.499961707713, -99.503442093950","Central America to US","https://bit.ly/2OUJy5N, https://bit.ly/2CgPwXP","Central America","3"
"46030","US-Mexico Border","October 13, 2018","2018","Oct","3","","3","","","","","Unknown (skeletal remains)","Brooks County, Texas, USA","Breitbart News","27.027305700000, -98.221297900000","Central America to US","https://bit.ly/2D4Mc3k","Northern America","1"
"51397","Horn of Africa","October 13, 2018","2018","Oct","1","","1","","","1","","Vehicle Accident","Yabello, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4mi)","4.884933000000, 38.116099000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"51398","Horn of Africa","October 13, 2018","2018","Oct","1","","1","","1","","","Sickness and lack of access to medicines","Galkayo, Somalia","Mixed Migration Monitoring Mechanism Initiative (4mi)","6.770377000000, 47.417650000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"52136","North Africa","October 13, 2018","2018","Oct","1","","1","","","1","","Vehicle Accident","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.900404000000, 23.051371000000","","http://www.mixedmigration.org/4mi/","","2"
"52137","North Africa","October 13, 2018","2018","Oct","1","","1","","1","","","Sickness and lack of access to medicines","Unspecified location in the Sahara Desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.159987000000, 15.548485000000","","http://www.mixedmigration.org/4mi/","","2"
"45977","Mediterranean","October 12, 2018","2018","Oct","3","17","20","35","","","","Drowning","Unspecified location in the Alboran Sea, between Morocco and Spain","Salvamento Marítimo","36.125482848253, -3.063179920313","Western Mediterranean","https://bit.ly/2EmIlA6, https://bit.ly/2RRb3fd","Uncategorized","5"
"46006","Mediterranean","October 12, 2018","2018","Oct","2","","2","","1","","1","Presumed drowning","20km off the coast of Cap Falcon, Ain El Türck, province of Oran, Algeria","Algérie360, Le Quotidien d'Oran","35.824565299138, -0.803768973047","Western Mediterranean","https://bit.ly/2ynrRC8, https://bit.ly/2CrCnvj","Uncategorized","3"
"46007","Mediterranean","October 12, 2018","2018","Oct","2","2","4","13","","1","","Presumed drowning","8 nautical miles off the coast of Stidia, province of Mostaganem, Algeria","Liberté Algérie, El Watan, Réflexion","35.968663407358, -0.020727710156","Western Mediterranean","https://bit.ly/2NMYGNG, https://bit.ly/2Pe5Mjr, https://bit.ly/2OudC8S, https://bit.ly/2O6szJ8","Uncategorized","3"
"51396","Sub-Saharan Africa","October 12, 2018","2018","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Near Nampula, Mozambique","Mixed Migration Monitoring Mechanism Initiative (4mi)","-15.137787000000, 39.230025000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"45976","Mediterranean","October 11, 2018","2018","Oct","","2","2","9","","","","Drowning","Off the coast of Tangiers, Morocco","Watch the Med - Alarmphone","35.870826490690, -5.847687210156","Western Mediterranean","https://www.facebook.com/watchthemed.alarmphone/posts/2235028806771350","Uncategorized","4"
"45999","Mediterranean","October 11, 2018","2018","Oct","1","","1","","","1","","Presumed drowning","Off the coast of Cap Falcon, Ain El Türck, province of Oran, Algeria","El Watan, Réflexion, Le Quotidien d'Oran","35.812872875659, -0.806515555078","Western Mediterranean","https://bit.ly/2P6Eo6G, https://bit.ly/2QVBbnR, https://bit.ly/2CrCnvj","Uncategorized","3"
"46000","Mediterranean","October 11, 2018","2018","Oct","1","","1","","","","","Presumed drowning","16 nautical miles off the coast of Marsat El Hadjadj, province of Oran, Algeria","El Watan, Réflexion, Le Quotidien d'Oran","35.818105158253, -0.168227100000","Western Mediterranean","https://bit.ly/2P6Eo6G, https://bit.ly/2QVBbnR, https://bit.ly/2CrCnvj","Uncategorized","3"
"46002","US-Mexico Border","October 11, 2018","2018","Oct","1","","1","","","","","Presumed drowning","Río Bravo, near Zapata, Zapata County, Texas, USA","US Border Patrol via Breitbart","26.867147113445, -99.312967553223","Central America to US","https://bit.ly/2CS3Kj5","Northern America","1"
"46004","South America","October 11, 2018","2018","Oct","5","1","6","","1","1","","Presumed drowning","Táchira river, municipality of Bolívar, Venezuela, near border with Colombia","Asamblea Nacional de Venezuela, El Estímulo, Diario La Nación","7.752677115492, -72.472915616919","","https://bit.ly/2yLDan4, https://bit.ly/2G0tHPG, https://bit.ly/2NKRIcl","South America","5"
"49515","Southeast Asia","October 11, 2018","2018","Oct","6","","6","","","6","","Starvation, Dehydration","Padang Besar, Perlis, Malaysia","Mixed Migration Monitoring Mechanism Initiative (4mi)","6.666557000000, 100.304106000000","","http://www.mixedmigration.org/4mi/","South-eastern Asia","2"
"51395","Sub-Saharan Africa","October 11, 2018","2018","Oct","6","","6","","2","1","1","Vehicle Accident","In Cameroon near southwestern border with Nigeria","Mixed Migration Monitoring Mechanism Initiative (4mi)","4.916402000000, 8.740138000000","","http://www.mixedmigration.org/4mi/","Central Africa","2"
"45974","Europe","October 10, 2018","2018","Oct","3","","3","","3","","1","Murdered","Bodies recovered near Evros/Meriç river, east of Didymoteicho, Greece","AP, Ekathimerini, BBC","41.339916614722, 26.519326470020","","https://bit.ly/2C8miKI, https://bit.ly/2pU6Quw, https://bbc.in/2AaYjJr","Southern Europe","3"
"45996","US-Mexico Border","October 10, 2018","2018","Oct","1","","1","","","","","Presumed drowning","Río Bravo, near municipality of Rio Bravo, Webb County, Texas, USA","US Border Patrol, Breitbart","27.363578886489, -99.503473277954","Central America to US","https://bit.ly/2CS3Kj5","Northern America","1"
